supersense_category	text
noun.person	Case
noun.artifact	mirrors
verb.motion	mewlcd
verb.motion	bubbled
noun.act	Fight
noun.person	Case
noun.location	dark
verb.contact	stopped
noun.person	Friends
verb.social	Killed
verb.contact	fry
verb.motion	got on
verb.social	fence
noun.artifact	RAM
verb.communication	cheaper
verb.possession	Save
noun.artifact	laser
noun.act	Coincidence
noun.person	Case
verb.perception	made
noun.act	check
noun.artifact	clinic
noun.person	Molly
noun.artifact	port
noun.person	Armitage
verb.social	chartered
noun.artifact	hovercraft
noun.person	Case
noun.person	Chiba
noun.location	arcol-
noun.artifact	ogies
noun.object	shoals
noun.person	PART TWO
noun.location	BAMA
noun.location	Sprawl
noun.location	Atlanta Met-
noun.location	ropolitan Axis
noun.communication	Program
noun.time	frequency
noun.event	data exchange
noun.quantity	megabytes
noun.shape	pixel
noun.location	Atlanta
verb.perception	pulse
verb.stative	threatening
verb.contact	overload
noun.act	simulation
verb.motion	go nova
verb.change	Cool
noun.communication	pixel
noun.quantity	megabytes
noun.quantity	mega- bytes
noun.location	blocks
noun.location	midtown Manhattan
noun.artifact	parks
verb.communication	ringing
noun.location	Atlanta
noun.person	Case
verb.body	woke
noun.artifact	airports
noun.person	Molly
noun.artifact	leathers
noun.artifact	concourses
noun.location	Narita
noun.location	Schipol
noun.location	Orly .... He
noun.artifact	flask
noun.substance	Danish
noun.food	vodka
noun.artifact	kiosk
noun.location	Sprawl
noun.substance	ferro
verb.motion	gliding
noun.artifact	induction
verb.stative	sing
noun.time	subsonics
noun.person	Vibration
noun.shape	cracks
noun.artifact	parquet
noun.person	Molly
noun.substance	temper
noun.substance	foam
noun.quantity	meter
noun.substance	chip-
verb.contact	dangle
noun.quantity	centimeters
noun.body	flank
verb.change	defined
noun.artifact	war plane
noun.artifact	fusilage
noun.person	dancer
noun.artifact	bedslab
noun.substance	nylon
noun.artifact	fire door
verb.contact	coated
noun.artifact	layers
noun.attribute	white latex
noun.artifact	Factory
noun.location	inter zone
noun.location	Amsterdam
noun.location	Old City
noun.person	Molly
noun.object	canal
noun.food	orange juice
noun.food	eggs
verb.cognition	Armitage
noun.act	foray
noun.location	Dam Square
noun.location	Damrak
noun.act	Shopping
noun.act	shopping
verb.contact	pulling on
noun.artifact	jeans
noun.person	Molly
noun.artifact	gadgets
noun.artifact	Simstim deck
noun.communication	labels
noun.artifact	t - shirt
noun.artifact	origami
noun.object	crack
noun.artifact	parquet
noun.communication	Souvenir
noun.person	Molly
verb.contact	looking at
noun.artifact	nails
noun.Tops	Someone
verb.contact	secure
noun.person	Armitage
noun.person	Molly
noun.artifact	gear
noun.person	screamers
noun.artifact	Suit
noun.artifact	mesh
noun.artifact	t - shirt
verb.contact	tucked
noun.artifact	pants
noun.person	Mr. Armitage
noun.person	Case
noun.person	Armitage
noun.person	Case
noun.communication	ders
verb.consumption	fill
noun.animal	calf
noun.group	Special Forces
noun.artifact	earring
noun.artifact	boutiques
noun.communication	amalgam
noun.time	decade
noun.attribute	glitter
verb.change	heightened
noun.person	Case
noun.communication	ques- tion
noun.quantity	Lots
noun.group	Forces
verb.change	wound up
noun.person	Case
noun.person	Molly
noun.artifact	mug
noun.body	pancreas
noun.person	Armitage
noun.person	Case
noun.person	Case
noun.person	Case
noun.body	pancreas
verb.social	frees
noun.state	dependency
noun.state	dependency
noun.person	Case
noun.person	Armitage
noun.artifact	sacs
verb.contact	bonded
noun.artifact	lining
noun.body	main arteries
noun.person	Case
verb.change	dissolving
verb.change	dissolving
verb.stative	contains
noun.substance	mycotoxin
noun.substance	mycotoxin
noun.person	employers
noun.location	Memphis
noun.person	Case
verb.social	hiring
noun.person	Case
verb.change	inject
noun.substance	enzyme
noun.phenomenon	bond
noun.substance	sacs
noun.substance	sacs
noun.person	Case
noun.artifact	gutter
noun.person	Case
noun.person	Molly
noun.artifact	freight elevator
noun.person	Armitage
noun.communication	Go
noun.person	Case
noun.time	Christmas
noun.time	Summer
noun.location	Sprawl
noun.artifact	mall
noun.artifact	crowds
noun.phenomenon	wind-
verb.motion	shot through
noun.event	eddies
noun.state	gratification
noun.person	Molly
verb.change	tulate
noun.person	teenager
noun.person	Case
noun.location	rooftop
noun.attribute	rose glow
noun.object	geodesics
noun.artifact	denim
noun.communication	dance
noun.location	Ninsei
noun.artifact	perfume
noun.artifact	loft
noun.location	Ono
noun.location	Sendai Cyberspace
noun.substance	foam
noun.artifact	units
noun.artifact	film
noun.group	Ono - Sendai
noun.communication	Sony
noun.artifact	monitor
noun.group	grade
noun.group	Braun
noun.artifact	coffee maker
noun.person	Ar- mitage
noun.person	Case
noun.person	Case
noun.person	Molly
noun.artifact	airports
verb.contact	zipped
noun.attribute	surplus
noun.artifact	sunglasses
noun.artifact	insets
noun.substance	toxin shit
noun.artifact	Works
noun.communication	jive
noun.communication	kink
verb.perception	show up
noun.communication	scan
verb.contact	stroking
noun.group	Sendai
noun.food	breakfast
noun.food	Eggs
noun.food	bacon
noun.person	Chiba krill
verb.motion	tube in
noun.food	breakfast
noun.location	Lifeless
noun.substance	neon
verb.communication	spelled out
noun.location	METRO
noun.substance	capitals
noun.person	Case
verb.perception	picked
noun.quantity	shred
noun.food	bacon
verb.competition	given up
noun.act	jabs
verb.possession	gotten
noun.act	fashions
noun.act	sports
noun.communication	political scandal
noun.artifact	dead end street
noun.communication	newsprint
verb.motion	wheeling
noun.location	Freak winds
noun.location	East side
noun.act	convection
noun.artifact	overlap
noun.person	Case
noun.artifact	clubs
verb.social	taking care
noun.group	connections
noun.group	METRO HOLOGRAFIX
noun.artifact	roofing
noun.person	Molly
noun.group	sequence
noun.act	jive
noun.possession	cash
noun.body	thumb
verb.contact	brush-
verb.communication	sheled
noun.group	tangles
noun.substance	junk
verb.contact	lined
noun.artifact	paperbacks
noun.substance	junk
noun.artifact	fungus
verb.cognition	pick out
verb.change	blur
noun.attribute	guts
verb.contact	studded
noun.quantity	tenna
noun.substance	fiber
noun.artifact	canister
verb.motion	cascaded
noun.person	summers
noun.substance	scrap
verb.perception	look back
noun.artifact	blanket
verb.contact	tacked
verb.motion	flooded out
noun.person	Molly
verb.stative	match
verb.contact	floored
noun.artifact	tile
verb.change	molded
noun.artifact	pattern
noun.artifact	folding chairs
verb.motion	blinking
noun.artifact	blanket
verb.contact	draping
noun.artifact	cape
noun.artifact	wind tunnel
verb.contact	plastered
verb.contact	canted
noun.artifact	tweed
noun.artifact	handgun
verb.perception	blinked
noun.person	Case
noun.artifact	slab
noun.person	Case
noun.artifact	sandwich
noun.quantity	centimeter
verb.contact	position
noun.substance	nicotine
noun.artifact	exhaust fan
verb.perception	purr
noun.act	counting
noun.location	Moll
noun.act	scan
noun.person	Finn
noun.artifact	implants
verb.motion	get over
noun.artifact	pylons
verb.contact	Stand
verb.body	Straighten up
verb.motion	turn around
verb.consumption	gimme
noun.quantity	three-
noun.quantity	sixty
noun.person	Case
verb.motion	rotate
noun.artifact	stands
verb.contact	studded
noun.artifact	sensors
noun.artifact	monitor
noun.substance	Silicon
noun.substance	pyrolitic carbons
verb.cognition	gimme
noun.artifact	temp
noun.substance	carbons
noun.body	pyrolitics
verb.motion	Get
noun.location	Case
noun.person	X
noun.attribute	black
verb.motion	Turn around
noun.person	Guy
noun.person	virgin
noun.act	dental work
verb.communication	read for
noun.substance	biologicals
noun.person	Molly
noun.person	Mayo
noun.cognition	biopsy
verb.perception	showing
noun.communication	Nah
noun.person	Finn
noun.plant	sweetmeat
noun.animal	bugs
noun.artifact	cortex bombs
verb.change	takes
noun.person	Finn
noun.person	Finn
noun.person	Moll
verb.possession	paying
verb.contact	sealed
noun.person	Molly
noun.body	forearms
verb.social	Working
noun.location	Armitage
noun.act	shopping
noun.communication	list
noun.group	dead
noun.body	reflection
noun.communication	tense
noun.person	Dixie Flat
noun.person	Heart
verb.communication	Taught
noun.artifact	ropes
noun.person	Ovine
noun.person	Quine
noun.person	McCoy Pauley
noun.person	Case
verb.possession	Paid
noun.body	ass
noun.person	Ovine
noun.location	Flatline
noun.location	Flat lined
verb.communication	Showed
noun.person	Boy
noun.person	Case
verb.communication	suss out
verb.social	backing
noun.person	Armitage
verb.communication	signed on
noun.group	subsidiary
noun.person	Armitage
noun.act	ders
verb.communication	tells
verb.motion	go off to
noun.location	Chiba
verb.motion	pick up
noun.artifact	pillhead
verb.motion	wobble
noun.artifact	burnout belt
noun.cognition	program
noun.person	cowboys
noun.group	market
noun.cognition	program
noun.person	Case
noun.possession	Flat-
noun.group	Net
noun.animal	eel
noun.body	ass
noun.person	Case
verb.possession	Steal
noun.substance	shit
noun.location	Flatline
noun.person	gopher
noun.person	Finn
noun.artifact	Fence
noun.artifact	privacy biz
noun.location	sideline
noun.person	Armitage
noun.group	tech
verb.change	shows up
verb.possession	Got
verb.change	dissolving
noun.person	jack
noun.artifact	tussle
noun.person	Armi-
noun.person	Armitage
verb.social	took part
noun.act	Screaming Fist
noun.communication	pics
noun.person	guys
noun.group	starters
verb.contact	drummed
noun.body	nails
noun.person	cowboy
noun.person	Case
noun.person	john
verb.social	winkle
noun.communication	list
noun.person	psychopath
noun.location	Peter Riviera
noun.person	customer
noun.person	Dun
noun.communication	lie
verb.motion	stretched
noun.communication	axis
noun.person	Partners
noun.person	Case
noun.person	cowboy
noun.act	arcade games
noun.person	voice - over
noun.communication	graphics programs
noun.communication	perimentation
noun.artifact	jacks
noun.time	dimen-
verb.motion	faded
verb.creation	generated
verb.perception	demonstrating
noun.shape	spirals-
noun.artifact	footage
verb.motion	through
noun.artifact	test systems
noun.artifact	trot circuits
noun.artifact	war planes
noun.location	Cyberspace
noun.communication	con
verb.emotion	experienced
noun.cognition	concepts
noun.artifact	representation
verb.cognition	abstracted
noun.artifact	banks
noun.artifact	human system
noun.phenomenon	Lines
verb.change	ranged
noun.location	non space
noun.attribute	constellations
noun.artifact	city lights
verb.motion	receding
noun.person	Molly
verb.motion	flipped
noun.person	se- lector
noun.person	Kid
noun.quantity	flood
noun.person	se- lector
verb.motion	cycled
noun.person	Hosaka
noun.person	Case
verb.motion	waking
noun.location	Cheap Hotel
noun.person	Molly
noun.person	Case
noun.time	Stay
verb.contact	settled
noun.artifact	terry
noun.artifact	sweat- band
noun.artifact	shop window
noun.location	Ninsei
noun.substance	shuriken
verb.perception	burning
noun.substance	neon
noun.possession	gift
verb.contact	tacking
noun.artifact	drawing pin
verb.body	closed
verb.perception	Found
noun.artifact	face
noun.artifact	power stud
noun.plant	phosphenes
verb.motion	boiling in
verb.motion	jerking
noun.artifact	film
noun.communication	Symbols
noun.group	mandala
noun.shape	disk
verb.motion	rotate
verb.stative	becoming
noun.substance	palergray
verb.change	flowered
noun.substance	neon
noun.artifact	origami
noun.artifact	chessboard
noun.location	Eastern Seaboard Fission Au-
verb.weather	burning
noun.location	Mitsubishi Bank
noun.artifact	systems
noun.artifact	loft
verb.contact	caressing
noun.act	tears
noun.act	release
verb.contact	streaking
noun.person	Molly
noun.artifact	erodes
noun.artifact	loft
noun.artifact	cyberspace
noun.person	Ono
noun.artifact	work-
verb.motion	collapsed
noun.artifact	bedslab
noun.person	Molly
noun.artifact	sleeping bag
noun.artifact	security package
verb.contact	taped
noun.substance	steel fire
verb.perception	bleeped
noun.communication	Subject
verb.social	cleared
noun.cognition	program
noun.person	Case
noun.artifact	silk
noun.person	Molly
noun.person	Armitage
noun.person	bitch
verb.motion	stepped in
verb.motion	Turn
noun.person	Case
noun.artifact	slab
noun.person	Finn
noun.person	Finn
noun.person	Case
noun.person	Case
noun.person	Pleased
noun.person	meecha
noun.person	Finn
verb.contact	fished
noun.quantity	pack
noun.artifact	Partagas
verb.weather	lit
noun.artifact	worktable
noun.location	Ono- Sendai
verb.social	fix
noun.person	kid
verb.contact	flicked
verb.contact	extracted
noun.artifact	tangle
noun.substance	Goddamn
noun.artifact	factory prototypes
verb.contact	Cast
noun.substance	polycarbon
verb.motion	get in
noun.artifact	laser
verb.change	frying
noun.artifact	Booby
verb.motion	get in
verb.contact	tucked
noun.artifact	flip flop switch
verb.contact	Wire
noun.group	Sendai
verb.communication	access
noun.group	Sims Tim
verb.contact	jack out
verb.cognition	Know
verb.contact	fitting
noun.communication	broadcast
noun.artifact	rig
noun.artifact	sensorium
verb.possession	access
noun.person	Finn
noun.artifact	jeans
noun.person	Case
noun.artifact	loft
noun.body	dermatrodes
verb.contact	strapped
noun.artifact	motes
verb.motion	dance
noun.act	countdown
noun.artifact	monitor
noun.person	Cowboys
verb.motion	get into
noun.artifact	toy
noun.artifact	trodes
verb.contact	dangling
noun.artifact	Simstim
noun.artifact	cyberspace matrix
noun.communication	simplification
noun.body	sensorium
noun.communication	presentation
noun.act	multiplication
noun.communication	input
verb.cognition	edited
noun.person	Tally Isham
noun.cognition	headache
noun.communication	segment
verb.communication	bleeped
